neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,room_type_n
Brooklyn,Private room,118,2,4,0.67,0
Queens,Private room,70,3,0,0.0,0
Brooklyn,Entire home/apt,109,1,18,0.38,1
Manhattan,Entire home/apt,224,6,1,0.03,1
Manhattan,Private room,50,3,3,0.06,0
Brooklyn,Private room,95,1,0,0.0,0
Brooklyn,Private room,70,1,59,3.01,0
Manhattan,Private room,100,1,0,0.0,0
Brooklyn,Private room,60,1,0,0.0,0
Manhattan,Private room,65,1,0,0.0,0
Queens,Private room,44,1,14,0.5,0
Brooklyn,Entire home/apt,295,2,0,0.0,1
Manhattan,Entire home/apt,120,10,0,0.0,1
Queens,Private room,62,1,10,0.92,0
Queens,Entire home/apt,120,7,0,0.0,1
Brooklyn,Entire home/apt,79,1,91,1.81,1
Manhattan,Private room,136,3,0,0.0,0
Brooklyn,Entire home/apt,185,2,24,0.56,1
Queens,Private room,40,2,32,2.42,0
Manhattan,Entire home/apt,135,1,214,4.5,1
Manhattan,Entire home/apt,250,2,48,1.07,1
Manhattan,Private room,105,2,233,3.01,0
Brooklyn,Entire home/apt,149,5,2,0.04,1
Brooklyn,Private room,80,1,1,1.0,0
Brooklyn,Private room,55,2,2,0.32,0
Brooklyn,Private room,85,2,36,0.45,0
Manhattan,Entire home/apt,130,2,118,2.93,1
Brooklyn,Private room,65,2,280,5.51,0
Bronx,Entire home/apt,67,7,2,0.38,1
Brooklyn,Entire home/apt,90,2,73,3.71,1
Manhattan,Entire home/apt,150,2,15,2.12,1
Manhattan,Entire home/apt,196,3,14,0.52,1
Brooklyn,Private room,45,4,49,0.93,0
Brooklyn,Private room,66,1,0,0.0,0
Brooklyn,Private room,49,1,1,0.03,0
Brooklyn,Entire home/apt,170,3,19,0.81,1
Manhattan,Entire home/apt,300,3,1,1.0,1
Brooklyn,Entire home/apt,135,3,5,0.2,1
Manhattan,Private room,55,4,14,0.33,0
Manhattan,Entire home/apt,265,4,33,0.39,1
Manhattan,Private room,75,11,14,0.23,0
Brooklyn,Entire home/apt,140,2,43,1.06,1
Queens,Entire home/apt,100,1,42,1.97,1
Brooklyn,Entire home/apt,150,1,6,2.5,1
Bronx,Private room,45,1,138,1.45,0
Brooklyn,Entire home/apt,225,4,0,0.0,1
Manhattan,Entire home/apt,175,3,186,4.12,1
Queens,Shared room,16,1,10,1.36,2
Queens,Private room,50,1,16,1.78,0
Manhattan,Entire home/apt,180,4,0,0.0,1
Manhattan,Entire home/apt,175,3,24,1.48,1
Manhattan,Private room,55,5,0,0.0,0
Brooklyn,Entire home/apt,224,1,26,1.01,1
Brooklyn,Private room,65,4,8,0.19,0
Manhattan,Entire home/apt,199,2,15,1.4,1
Manhattan,Entire home/apt,155,1,2,2.0,1
Manhattan,Private room,175,3,174,3.66,0
Queens,Shared room,40,1,65,10.0,2
Manhattan,Shared room,120,1,47,2.2,2
Brooklyn,Private room,65,1,245,5.87,0
Manhattan,Private room,80,4,3,0.06,0
Manhattan,Private room,89,4,3,0.06,0
Manhattan,Entire home/apt,182,2,11,0.9,1
Brooklyn,Private room,75,7,100,4.97,0
Brooklyn,Entire home/apt,225,2,2,0.09,1
Brooklyn,Entire home/apt,235,1,35,1.29,1
Manhattan,Entire home/apt,200,2,3,0.26,1
Brooklyn,Entire home/apt,135,3,140,2.75,1
Manhattan,Entire home/apt,102,1,0,0.0,1
Brooklyn,Entire home/apt,89,1,270,4.64,1
Brooklyn,Entire home/apt,200,2,36,1.54,1
Manhattan,Entire home/apt,94,1,11,0.31,1
Brooklyn,Private room,60,2,54,1.22,0
Manhattan,Entire home/apt,325,1,0,0.0,1
Manhattan,Entire home/apt,300,2,31,1.57,1
Brooklyn,Entire home/apt,89,3,57,2.38,1
Brooklyn,Private room,75,3,59,0.62,0
Brooklyn,Entire home/apt,135,4,49,2.31,1
Manhattan,Entire home/apt,160,1,8,0.73,1
Manhattan,Private room,120,1,16,1.29,0
Brooklyn,Private room,37,7,0,0.0,0
Brooklyn,Entire home/apt,175,2,1,0.03,1
Brooklyn,Private room,45,2,1,0.03,0
Brooklyn,Private room,100,3,3,0.08,0
Manhattan,Shared room,39,1,4,0.49,2
Brooklyn,Private room,95,2,1,1.0,0
Brooklyn,Entire home/apt,145,3,122,2.14,1
Brooklyn,Private room,60,4,0,0.0,0
Brooklyn,Entire home/apt,90,7,32,0.83,1
Queens,Private room,59,1,92,5.01,0
Brooklyn,Private room,75,2,5,4.69,0
Brooklyn,Entire home/apt,245,3,8,0.16,1
Brooklyn,Private room,50,6,20,0.74,0
Manhattan,Private room,110,3,26,0.64,0
Brooklyn,Entire home/apt,226,3,203,2.85,1
Brooklyn,Entire home/apt,210,2,2,0.04,1
Manhattan,Entire home/apt,150,4,2,0.1,1
Brooklyn,Entire home/apt,203,7,4,0.13,1
Bronx,Private room,142,1,36,3.5,0
Brooklyn,Private room,70,1,2,0.18,0
Brooklyn,Private room,47,1,5,0.53,0
Brooklyn,Private room,60,2,1,0.7,0
Manhattan,Entire home/apt,165,2,0,0.0,1
Brooklyn,Entire home/apt,185,2,25,2.42,1
Brooklyn,Entire home/apt,110,5,0,0.0,1
Brooklyn,Private room,80,3,1,1.0,0
Queens,Private room,53,7,4,0.36,0
Bronx,Private room,60,2,47,1.22,0
Brooklyn,Entire home/apt,120,2,5,0.12,1
Manhattan,Private room,149,4,22,2.03,0
Manhattan,Private room,60,5,1,0.04,0
Manhattan,Private room,180,2,29,1.96,0
Brooklyn,Shared room,40,3,10,0.93,2
Brooklyn,Private room,75,2,0,0.0,0
Brooklyn,Entire home/apt,160,2,18,0.67,1
Brooklyn,Entire home/apt,142,6,2,0.04,1
Queens,Private room,95,5,1,0.11,0
Manhattan,Private room,70,5,5,0.41,0
Brooklyn,Private room,100,4,6,0.28,0
Manhattan,Entire home/apt,329,4,12,0.91,1
Manhattan,Private room,150,2,8,0.92,0
Manhattan,Private room,95,1,86,2.87,0
Brooklyn,Entire home/apt,85,2,2,0.14,1
Brooklyn,Private room,75,10,13,0.4,0
Manhattan,Entire home/apt,180,4,3,0.31,1
Manhattan,Private room,70,4,1,0.06,0
Brooklyn,Private room,75,1,75,7.28,0
Manhattan,Private room,125,1,25,2.68,0
Manhattan,Entire home/apt,122,4,17,1.42,1
Manhattan,Entire home/apt,220,2,85,1.27,1
Brooklyn,Private room,38,7,37,1.92,0
Manhattan,Entire home/apt,180,2,4,0.31,1
Bronx,Shared room,26,1,18,0.78,2
Brooklyn,Entire home/apt,100,2,21,0.55,1
Manhattan,Entire home/apt,95,1,0,0.0,1
Manhattan,Private room,89,2,11,3.03,0
Bronx,Entire home/apt,120,2,34,1.42,1
Manhattan,Entire home/apt,175,2,35,1.22,1
Brooklyn,Entire home/apt,75,1,5,0.13,1
Manhattan,Entire home/apt,150,1,0,0.0,1
Queens,Private room,100,3,4,0.07,0
Manhattan,Private room,81,4,20,0.41,0
Brooklyn,Entire home/apt,150,2,15,0.76,1
Brooklyn,Entire home/apt,178,3,11,0.24,1
Manhattan,Private room,90,2,4,0.17,0
Brooklyn,Entire home/apt,99,2,17,3.78,1
Brooklyn,Private room,44,2,31,0.75,0
Manhattan,Entire home/apt,300,2,5,1.17,1
Brooklyn,Private room,60,3,1,0.3,0
Manhattan,Private room,90,1,2,0.05,0
Brooklyn,Private room,35,9,0,0.0,0
Manhattan,Entire home/apt,200,4,4,0.07,1
Bronx,Entire home/apt,140,2,2,0.08,1
Brooklyn,Entire home/apt,99,2,18,5.0,1
Brooklyn,Entire home/apt,150,4,6,0.1,1
Manhattan,Entire home/apt,300,5,22,0.58,1
Queens,Shared room,100,1,1,0.03,2
Manhattan,Entire home/apt,100,3,12,1.9,1
Brooklyn,Private room,160,2,2,0.04,0
Manhattan,Entire home/apt,300,2,5,5.0,1
Manhattan,Entire home/apt,149,2,1,0.03,1
Manhattan,Entire home/apt,250,3,107,1.64,1
Manhattan,Entire home/apt,175,4,0,0.0,1
Brooklyn,Private room,85,1,1,0.02,0
Brooklyn,Private room,60,1,12,1.34,0
Staten Island,Private room,110,2,0,0.0,0
Brooklyn,Entire home/apt,225,1,0,0.0,1
Brooklyn,Entire home/apt,140,2,8,0.83,1
Brooklyn,Shared room,24,11,2,0.74,2
Manhattan,Shared room,69,6,31,1.37,2
Brooklyn,Entire home/apt,124,2,97,2.45,1
Manhattan,Entire home/apt,140,2,2,0.11,1
Manhattan,Entire home/apt,145,1,152,3.43,1
Manhattan,Private room,75,6,3,0.06,0
Queens,Private room,30,1,15,0.67,0
Manhattan,Entire home/apt,129,2,13,1.63,1
Queens,Shared room,40,1,18,1.76,2
Manhattan,Entire home/apt,255,2,4,1.62,1
Manhattan,Private room,150,1,119,3.29,0
Brooklyn,Entire home/apt,150,5,6,0.49,1
Brooklyn,Entire home/apt,139,1,2,0.06,1
Brooklyn,Private room,20,10,8,1.4,0
Brooklyn,Entire home/apt,230,2,203,4.55,1
Manhattan,Entire home/apt,170,2,17,0.84,1
Brooklyn,Private room,60,4,0,0.0,0
Brooklyn,Entire home/apt,110,4,13,3.71,1
Brooklyn,Entire home/apt,190,1,1,1.0,1
Manhattan,Private room,150,1,1,0.04,0
Brooklyn,Private room,59,2,0,0.0,0
Manhattan,Private room,125,1,85,1.15,0
Manhattan,Entire home/apt,189,3,9,0.87,1
Manhattan,Entire home/apt,250,2,3,0.31,1
Brooklyn,Private room,62,3,52,0.74,0
Brooklyn,Entire home/apt,250,2,58,2.7,1
Brooklyn,Private room,49,3,0,0.0,0
Manhattan,Private room,49,1,90,1.29,0
Manhattan,Entire home/apt,205,3,2,0.05,1
Brooklyn,Entire home/apt,115,2,3,0.05,1
Brooklyn,Private room,70,1,19,2.57,0
Manhattan,Entire home/apt,79,5,9,0.13,1
Manhattan,Entire home/apt,175,1,15,0.35,1
Brooklyn,Private room,90,1,0,0.0,0
Bronx,Private room,40,1,1,0.11,0
Queens,Entire home/apt,140,2,16,4.21,1
Brooklyn,Entire home/apt,110,3,3,2.65,1
Queens,Entire home/apt,200,5,22,0.37,1
Manhattan,Private room,90,3,1,1.0,0
Brooklyn,Private room,35,1,0,0.0,0
Manhattan,Private room,89,1,3,0.1,0
Brooklyn,Private room,70,1,87,4.58,0
Bronx,Private room,43,2,71,2.71,0
Brooklyn,Entire home/apt,250,1,48,2.38,1
Queens,Entire home/apt,200,3,9,1.19,1
Manhattan,Private room,75,2,122,8.32,0
Queens,Private room,35,1,0,0.0,0
Manhattan,Entire home/apt,145,7,9,0.55,1
Brooklyn,Private room,80,2,17,0.7,0
Queens,Private room,70,2,2,1.87,0
Brooklyn,Private room,55,3,1,0.16,0
Manhattan,Private room,80,6,0,0.0,0
Brooklyn,Private room,60,2,8,0.26,0
Manhattan,Entire home/apt,170,3,11,0.31,1
Manhattan,Private room,119,1,49,1.4,0
Manhattan,Entire home/apt,150,3,0,0.0,1
Brooklyn,Private room,120,2,0,0.0,0
Manhattan,Private room,69,1,34,0.91,0
Manhattan,Entire home/apt,250,4,0,0.0,1
Brooklyn,Entire home/apt,110,2,9,0.96,1
Manhattan,Private room,180,1,3,0.63,0
Brooklyn,Private room,39,2,7,0.27,0
Manhattan,Entire home/apt,219,4,130,3.04,1
Queens,Entire home/apt,79,2,6,0.54,1
Manhattan,Entire home/apt,330,2,8,0.74,1
Brooklyn,Shared room,39,1,12,0.34,2
Brooklyn,Shared room,25,1,3,0.1,2
Brooklyn,Private room,90,6,2,0.16,0
Manhattan,Private room,26,7,0,0.0,0
Manhattan,Private room,112,2,7,3.39,0
Brooklyn,Private room,68,1,55,3.72,0
Brooklyn,Private room,65,1,0,0.0,0
Brooklyn,Private room,49,2,71,3.22,0
Manhattan,Entire home/apt,157,1,11,0.29,1
Manhattan,Entire home/apt,255,2,13,2.32,1
Brooklyn,Private room,48,1,3,0.49,0
Queens,Entire home/apt,85,4,3,0.56,1
Manhattan,Private room,57,1,39,2.71,0
Bronx,Private room,59,3,0,0.0,0
Manhattan,Private room,80,2,1,1.0,0
Brooklyn,Entire home/apt,250,5,2,0.21,1
Bronx,Private room,79,2,11,0.19,0
Queens,Private room,90,5,2,0.09,0
Manhattan,Private room,99,7,5,0.59,0
Manhattan,Private room,52,7,17,0.28,0
Brooklyn,Entire home/apt,199,3,10,0.1,1
Bronx,Private room,60,1,20,7.59,0
Manhattan,Entire home/apt,200,2,10,0.68,1
Brooklyn,Private room,80,3,2,0.04,0
Brooklyn,Private room,110,1,5,1.1,0
Brooklyn,Entire home/apt,250,7,0,0.0,1
Manhattan,Entire home/apt,180,3,72,1.22,1
Manhattan,Entire home/apt,250,2,66,0.57,1
Queens,Private room,50,2,9,0.68,0
Queens,Private room,79,2,0,0.0,0
Brooklyn,Private room,69,2,6,4.62,0
Manhattan,Entire home/apt,86,3,12,1.08,1
Manhattan,Private room,92,1,120,2.74,0
Brooklyn,Private room,100,2,1,0.56,0
Manhattan,Private room,50,2,56,4.35,0
Brooklyn,Private room,100,7,1,0.16,0
Manhattan,Entire home/apt,156,5,4,0.13,1
Brooklyn,Private room,93,2,34,1.11,0
Manhattan,Entire home/apt,195,2,12,0.41,1
Manhattan,Private room,99,3,6,1.02,0
Manhattan,Private room,90,10,23,0.6,0
Bronx,Private room,50,2,32,0.51,0
Manhattan,Private room,90,4,3,0.17,0
Bronx,Private room,120,2,0,0.0,0
Queens,Private room,73,1,25,2.43,0
Manhattan,Private room,200,1,1,0.02,0
Bronx,Private room,80,1,0,0.0,0
Manhattan,Entire home/apt,135,3,4,0.09,1
Manhattan,Private room,170,8,1,0.16,0
Manhattan,Entire home/apt,122,7,7,0.27,1
Brooklyn,Private room,100,1,2,0.05,0
Manhattan,Entire home/apt,249,1,0,0.0,1
Manhattan,Private room,75,3,2,0.11,0
Manhattan,Entire home/apt,100,2,21,0.57,1
Manhattan,Entire home/apt,150,2,1,0.05,1
Brooklyn,Private room,50,2,11,0.16,0
Manhattan,Entire home/apt,148,4,1,1.0,1
Brooklyn,Entire home/apt,261,1,5,0.14,1
Brooklyn,Entire home/apt,105,1,349,4.73,1
Manhattan,Entire home/apt,160,1,2,0.05,1
Manhattan,Entire home/apt,200,2,1,1.0,1
Brooklyn,Entire home/apt,90,1,163,3.94,1
Brooklyn,Entire home/apt,89,10,3,0.09,1
Manhattan,Entire home/apt,220,1,9,1.79,1
Manhattan,Entire home/apt,150,7,19,0.32,1
Manhattan,Private room,100,3,98,2.15,0
Brooklyn,Entire home/apt,150,3,15,1.46,1
Manhattan,Private room,102,1,49,1.7,0
Queens,Entire home/apt,160,2,175,2.78,1
Manhattan,Entire home/apt,200,3,72,2.55,1
Manhattan,Entire home/apt,205,2,1,0.02,1
Brooklyn,Private room,47,7,2,0.18,0
Manhattan,Entire home/apt,200,2,25,0.68,1
Queens,Entire home/apt,187,6,57,1.33,1
Brooklyn,Private room,65,3,9,0.24,0
Brooklyn,Private room,52,2,203,3.13,0
Manhattan,Entire home/apt,120,5,1,0.08,1
Manhattan,Entire home/apt,80,2,3,0.09,1
Manhattan,Private room,95,2,8,0.44,0
Brooklyn,Entire home/apt,85,5,42,1.27,1
Manhattan,Entire home/apt,139,4,8,0.23,1
Manhattan,Entire home/apt,105,2,49,0.9,1
Brooklyn,Entire home/apt,90,3,6,0.5,1
Brooklyn,Entire home/apt,95,1,3,0.11,1
Brooklyn,Private room,150,1,0,0.0,0
Manhattan,Private room,120,1,1,0.02,0
Bronx,Private room,65,1,0,0.0,0
Bronx,Private room,80,2,9,0.65,0
Brooklyn,Entire home/apt,135,2,29,4.01,1
Brooklyn,Private room,75,2,41,2.11,0
Manhattan,Private room,89,2,1,0.16,0
Manhattan,Private room,100,1,12,1.19,0
Queens,Entire home/apt,120,7,0,0.0,1
Brooklyn,Entire home/apt,74,3,11,2.84,1
Brooklyn,Private room,65,1,9,2.87,0
Manhattan,Private room,155,1,179,3.66,0
Brooklyn,Private room,45,2,5,1.36,0
Brooklyn,Entire home/apt,155,2,207,4.89,1
Manhattan,Entire home/apt,150,5,4,0.41,1
Manhattan,Private room,99,7,8,0.73,0
Manhattan,Entire home/apt,190,1,105,3.97,1
Manhattan,Entire home/apt,175,3,20,0.61,1
Brooklyn,Entire home/apt,40,2,25,0.7,1
Brooklyn,Private room,99,1,8,0.17,0
Brooklyn,Private room,60,1,4,0.09,0
Queens,Entire home/apt,74,3,3,0.25,1
Manhattan,Entire home/apt,101,2,1,0.02,1
Brooklyn,Private room,75,2,8,0.63,0
Manhattan,Entire home/apt,200,5,1,0.02,1
Manhattan,Private room,100,1,0,0.0,0
Manhattan,Entire home/apt,220,2,3,0.45,1
Manhattan,Private room,100,1,154,4.6,0
Manhattan,Entire home/apt,136,1,30,0.82,1
Brooklyn,Private room,50,3,16,0.85,0
Bronx,Private room,60,1,0,0.0,0
Manhattan,Private room,150,2,31,3.46,0
Manhattan,Entire home/apt,190,7,0,0.0,1
Manhattan,Private room,85,1,135,4.3,0
Brooklyn,Private room,55,1,22,6.11,0
Queens,Private room,159,1,0,0.0,0
Manhattan,Private room,35,1,4,0.12,0
Brooklyn,Entire home/apt,120,1,39,5.27,1
Manhattan,Private room,100,1,4,0.11,0
Brooklyn,Entire home/apt,180,3,3,0.08,1
Brooklyn,Private room,42,7,0,0.0,0
Manhattan,Private room,100,1,22,0.81,0
Manhattan,Entire home/apt,210,6,31,1.68,1
Manhattan,Private room,65,2,46,1.2,0
Brooklyn,Private room,50,10,1,0.15,0
Brooklyn,Entire home/apt,189,3,6,0.16,1
Manhattan,Entire home/apt,180,2,32,3.69,1
Brooklyn,Private room,29,1,65,3.88,0
Brooklyn,Private room,30,3,32,1.85,0
Brooklyn,Entire home/apt,250,7,1,0.16,1
Queens,Private room,85,3,1,1.0,0
Brooklyn,Private room,45,5,0,0.0,0
Manhattan,Entire home/apt,109,3,42,1.13,1
Brooklyn,Entire home/apt,175,2,2,0.56,1
Manhattan,Private room,75,3,30,0.35,0
Manhattan,Shared room,65,1,49,0.93,2
Brooklyn,Private room,45,1,6,0.28,0
Manhattan,Entire home/apt,159,2,12,0.35,1
Brooklyn,Entire home/apt,120,2,27,4.2,1
Brooklyn,Private room,90,1,0,0.0,0
Manhattan,Entire home/apt,95,3,4,4.0,1
Brooklyn,Private room,40,5,5,0.21,0
Brooklyn,Private room,45,2,0,0.0,0
Brooklyn,Private room,110,1,0,0.0,0
Manhattan,Entire home/apt,169,7,11,0.2,1
Bronx,Entire home/apt,165,2,4,0.63,1
Manhattan,Private room,80,1,0,0.0,0
Manhattan,Private room,64,1,4,0.26,0
Manhattan,Entire home/apt,120,4,3,0.06,1
Manhattan,Private room,100,6,5,0.14,0
Manhattan,Private room,59,2,10,0.21,0
Queens,Private room,99,2,4,0.16,0
Brooklyn,Private room,60,2,26,6.5,0
Bronx,Private room,35,1,5,3.13,0
Brooklyn,Private room,55,3,18,0.39,0
Manhattan,Entire home/apt,250,2,1,0.38,1
Brooklyn,Private room,48,3,13,2.05,0
Queens,Private room,100,1,1,0.79,0
Brooklyn,Private room,76,1,25,0.58,0
Brooklyn,Private room,59,1,1,0.75,0
Manhattan,Entire home/apt,198,2,2,1.58,1
Manhattan,Private room,110,3,40,1.48,0
Manhattan,Private room,150,1,82,7.01,0
Bronx,Private room,125,1,11,0.88,0
Brooklyn,Entire home/apt,95,5,1,0.05,1
Queens,Entire home/apt,80,2,13,0.56,1
Brooklyn,Entire home/apt,150,3,2,0.77,1
Manhattan,Entire home/apt,175,7,6,0.16,1
Brooklyn,Entire home/apt,125,2,191,3.27,1
Brooklyn,Entire home/apt,325,1,2,0.06,1
Manhattan,Entire home/apt,165,2,25,0.41,1
Manhattan,Entire home/apt,299,3,23,3.5,1
Queens,Private room,100,3,0,0.0,0
Queens,Private room,50,1,0,0.0,0
Brooklyn,Private room,58,1,18,2.14,0
Brooklyn,Private room,66,1,1,0.03,0
Queens,Private room,50,3,4,4.0,0
Brooklyn,Private room,61,2,3,1.84,0
Manhattan,Entire home/apt,78,5,13,0.22,1
Manhattan,Entire home/apt,150,6,0,0.0,1
Brooklyn,Entire home/apt,249,2,358,3.44,1
Brooklyn,Entire home/apt,120,5,0,0.0,1
Manhattan,Private room,120,7,19,0.27,0
Queens,Private room,79,1,108,2.68,0
Manhattan,Entire home/apt,325,2,0,0.0,1
Manhattan,Private room,53,3,209,3.29,0
Brooklyn,Entire home/apt,108,1,40,0.87,1
Brooklyn,Entire home/apt,85,2,1,0.03,1
Queens,Private room,101,1,0,0.0,0
Brooklyn,Private room,89,6,8,1.98,0
Manhattan,Entire home/apt,117,3,126,3.91,1
Brooklyn,Private room,78,2,23,0.51,0
Brooklyn,Entire home/apt,140,3,4,0.34,1
Manhattan,Shared room,62,1,112,10.77,2
Queens,Private room,48,1,3,0.13,0
Manhattan,Private room,80,1,11,0.92,0
Manhattan,Entire home/apt,75,1,1,0.02,1
Brooklyn,Entire home/apt,210,3,0,0.0,1
Manhattan,Entire home/apt,239,1,8,4.53,1
Brooklyn,Shared room,45,1,135,2.91,2
Queens,Entire home/apt,100,1,15,5.84,1
Manhattan,Private room,120,2,37,1.33,0
Manhattan,Private room,57,7,1,1.0,0
Manhattan,Private room,125,1,0,0.0,0
Brooklyn,Private room,69,2,1,0.91,0
Brooklyn,Private room,45,1,17,0.55,0
Manhattan,Private room,50,2,0,0.0,0
Brooklyn,Entire home/apt,75,2,2,1.33,1
Queens,Entire home/apt,179,2,29,5.15,1
Brooklyn,Private room,75,2,12,0.97,0
Brooklyn,Entire home/apt,200,5,1,0.03,1
Brooklyn,Entire home/apt,135,3,190,2.77,1
Manhattan,Entire home/apt,226,4,0,0.0,1
Brooklyn,Private room,65,3,47,1.28,0
Manhattan,Shared room,55,1,10,0.2,2
Brooklyn,Entire home/apt,80,3,39,4.5,1
Brooklyn,Entire home/apt,150,3,4,0.5,1
Manhattan,Entire home/apt,125,5,1,0.05,1
Brooklyn,Entire home/apt,150,3,14,1.85,1
Brooklyn,Private room,60,1,0,0.0,0
Brooklyn,Private room,80,2,9,0.71,0
Manhattan,Entire home/apt,220,3,12,0.81,1
Brooklyn,Entire home/apt,170,2,2,0.06,1
Manhattan,Entire home/apt,215,1,126,6.12,1
Brooklyn,Private room,60,7,11,0.24,0
Manhattan,Private room,85,6,130,1.42,0
Brooklyn,Private room,90,1,10,0.28,0
Manhattan,Entire home/apt,197,4,11,0.47,1
Manhattan,Entire home/apt,187,3,4,0.53,1
Queens,Private room,100,1,0,0.0,0
Brooklyn,Private room,52,2,6,2.09,0
Brooklyn,Entire home/apt,85,1,5,0.55,1
Manhattan,Private room,65,1,3,0.03,0
Brooklyn,Entire home/apt,275,4,27,0.37,1
Manhattan,Private room,51,2,9,0.25,0
Brooklyn,Private room,100,1,26,2.27,0
Brooklyn,Entire home/apt,169,1,22,2.59,1
Manhattan,Entire home/apt,96,4,0,0.0,1
Brooklyn,Private room,80,3,135,1.16,0
Queens,Entire home/apt,120,3,80,1.74,1
Queens,Private room,59,1,123,4.85,0
Brooklyn,Private room,65,2,9,0.25,0
Manhattan,Entire home/apt,250,5,0,0.0,1
Brooklyn,Private room,89,1,1,0.59,0
Brooklyn,Entire home/apt,160,7,1,0.08,1
Manhattan,Entire home/apt,110,2,10,0.19,1
Manhattan,Entire home/apt,158,2,145,4.81,1
Manhattan,Entire home/apt,180,3,10,0.3,1
Brooklyn,Private room,80,1,0,0.0,0
Manhattan,Entire home/apt,131,7,1,0.64,1
Brooklyn,Entire home/apt,100,4,1,0.16,1
Brooklyn,Private room,80,2,28,4.35,0
Manhattan,Entire home/apt,95,4,3,0.09,1
Brooklyn,Private room,100,1,12,1.24,0
Manhattan,Private room,220,1,2,0.03,0
Manhattan,Entire home/apt,111,4,3,0.8,1
Brooklyn,Private room,55,2,3,0.12,0
Manhattan,Entire home/apt,123,2,8,0.13,1
Manhattan,Entire home/apt,300,3,2,0.21,1
Brooklyn,Private room,90,1,18,1.62,0
Brooklyn,Entire home/apt,49,4,5,0.2,1
Manhattan,Private room,90,2,2,0.53,0
Brooklyn,Private room,60,5,0,0.0,0
Brooklyn,Entire home/apt,139,1,23,2.97,1
Manhattan,Private room,81,2,72,0.77,0
Brooklyn,Private room,48,2,6,0.87,0
Brooklyn,Private room,70,1,0,0.0,0
Brooklyn,Entire home/apt,69,5,9,0.2,1
Manhattan,Entire home/apt,215,1,107,1.8,1
Brooklyn,Private room,55,7,2,0.05,0
Brooklyn,Entire home/apt,130,5,150,2.48,1
Brooklyn,Entire home/apt,150,4,119,2.23,1
Queens,Private room,80,1,0,0.0,0
Manhattan,Private room,70,3,2,0.05,0
Manhattan,Entire home/apt,190,2,25,0.51,1
Manhattan,Private room,60,1,15,2.01,0
Queens,Private room,95,1,30,2.66,0
Manhattan,Private room,42,3,7,1.39,0
Manhattan,Private room,99,2,1,0.42,0
Manhattan,Entire home/apt,175,4,2,0.08,1
Brooklyn,Private room,55,3,6,0.14,0
Brooklyn,Entire home/apt,139,3,25,1.61,1
Queens,Entire home/apt,85,2,17,2.63,1
Manhattan,Entire home/apt,250,1,1,0.02,1
Manhattan,Entire home/apt,159,2,10,0.7,1
Manhattan,Private room,70,4,0,0.0,0
Queens,Private room,55,1,32,7.5,0
Queens,Entire home/apt,100,5,5,0.57,1
Manhattan,Entire home/apt,87,2,11,0.25,1
Manhattan,Entire home/apt,249,3,0,0.0,1
Brooklyn,Private room,42,2,89,5.54,0
Queens,Entire home/apt,245,3,50,2.51,1
Brooklyn,Private room,105,3,0,0.0,0
Brooklyn,Entire home/apt,125,2,8,0.31,1
Brooklyn,Entire home/apt,200,2,14,3.93,1
Brooklyn,Entire home/apt,115,2,214,4.07,1
Queens,Private room,55,1,29,3.87,0
Brooklyn,Entire home/apt,274,2,0,0.0,1
Queens,Entire home/apt,85,3,91,2.11,1
Brooklyn,Entire home/apt,115,3,32,3.49,1
Manhattan,Private room,65,2,5,0.13,0
Manhattan,Entire home/apt,250,4,0,0.0,1
Manhattan,Entire home/apt,275,4,0,0.0,1
Manhattan,Entire home/apt,90,7,7,0.15,1
Manhattan,Entire home/apt,157,2,4,0.3,1
Brooklyn,Entire home/apt,100,2,0,0.0,1
Brooklyn,Entire home/apt,50,5,9,0.52,1
Manhattan,Entire home/apt,120,2,2,0.06,1
Brooklyn,Private room,137,3,5,0.23,0
Brooklyn,Private room,47,1,4,2.73,0
Brooklyn,Entire home/apt,200,2,6,0.32,1
Queens,Private room,60,1,10,0.92,0
Manhattan,Private room,62,3,3,0.11,0
Brooklyn,Entire home/apt,250,5,7,1.84,1
Manhattan,Entire home/apt,125,2,7,1.12,1
Brooklyn,Entire home/apt,90,3,166,2.21,1
Staten Island,Entire home/apt,85,1,6,2.2,1
Queens,Entire home/apt,100,2,117,5.33,1
Queens,Entire home/apt,71,2,0,0.0,1
Brooklyn,Private room,65,2,71,1.57,0
Brooklyn,Private room,79,2,70,1.6,0
Manhattan,Private room,200,2,21,2.35,0
Queens,Entire home/apt,255,2,60,0.97,1
Manhattan,Entire home/apt,250,2,2,0.21,1
Manhattan,Private room,90,3,2,0.09,0
Manhattan,Entire home/apt,229,5,5,0.09,1
Queens,Entire home/apt,137,1,4,2.18,1
Brooklyn,Entire home/apt,55,3,53,1.73,1
Brooklyn,Private room,65,1,3,0.08,0
Manhattan,Entire home/apt,175,3,14,1.86,1
Brooklyn,Entire home/apt,167,2,20,4.96,1
Manhattan,Entire home/apt,125,1,35,3.37,1
Brooklyn,Private room,125,2,0,0.0,0
Queens,Entire home/apt,200,2,1,0.05,1
Manhattan,Entire home/apt,159,2,43,1.1,1
Manhattan,Private room,95,3,2,0.07,0
Manhattan,Private room,130,2,10,5.0,0
Brooklyn,Private room,52,2,9,3.42,0
Brooklyn,Entire home/apt,250,2,176,3.51,1
Manhattan,Entire home/apt,160,2,13,0.55,1
